Labels.Skew.StandardDeviation,Labels.Mean.Skew,Labels.Kurtosis.Skew,Labels.Skew.Mean,Labels.Skew.Skew,Features.MutualInformation.Skew,Features.Skew.NonAggregated,Features.Entropy.Skew,Features.Kurtosis.Skew,FeaturesLabels.SpearmanCorrelation.Skew,Features.Skew.StandardDeviation,FeaturesLabels.PearsonCorrelation.Skew,Features.Skew.Skew,Features.PearsonCorrelation.Skew,Features.Skew.Mean,Labels.Skew.NonAggregated,Features.Mean.Skew,Features.SpearmanCorrelation.Skew,Features.MutualInformation.StandardDeviation,Features.Mean.NonAggregated,Features.Kurtosis.NonAggregated,FeaturesLabels.PearsonCorrelation.NonAggregated,FeaturesLabels.SpearmanCorrelation.NonAggregated,FeaturesLabels.MutualInformation.StandardDeviation,FeaturesLabels.MutualInformation.Mean,Features.Entropy.Mean,Features.Entropy.StandardDeviation,Features.MutualInformation.Mean,Features.Entropy.NonAggregated,Features.MutualInformation.NonAggregated,Labels.Entropy.NonAggregated,FeaturesLabels.MutualInformation.NonAggregated,Features.PearsonCorrelation.Mean,Features.PearsonCorrelation.StandardDeviation,Features.PearsonCorrelation.NonAggregated,FeaturesLabels.PearsonCorrelation.Mean,FeaturesLabels.PearsonCorrelation.StandardDeviation,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.StandardDeviation,Features.SpearmanCorrelation.NonAggregated,Features.Kurtosis.Mean,Features.Kurtosis.StandardDeviation,Labels.Kurtosis.NonAggregated,Features.Mean.Mean,Features.Mean.StandardDeviation,Labels.Mean.NonAggregated,Labels.Mean.StandardDeviation,Labels.Kurtosis.StandardDeviation,Labels.SpearmanCorrelation.NonAggregated,Labels.Mean.Mean,Labels.PearsonCorrelation.NonAggregated,Labels.Kurtosis.Mean,dataset,fam_score,alg_fam,instances,dimensionality,instances_with_missing_val,ratio_of_discrete_features,ratio_of_numeric_features,nonzero_vals_cnt,missing values,non-zero values,attributes total,attributes categorical,attributes numerical
,,,,,,,,,,7.868933842005157,,,,4.101075744098227,1.2028184790336542,,,,,,,,,,,,,,,,,0.1990708422592787,0.32840654289648075,,0.18343088841698804,0.2869048938280941,0.010817896302157409,0.14471780829683661,0.017048295865115748,0.1152584087877704,,83.26613126997961,125.83623926755706,-0.06674372349998281,0.010170299928160438,0.16462006049515582,2.674778761061947,,,,,,,arrhythmia_R.dat,,,452,0.581858407079646,0,0.0,1.0,118876,0,,263,0,263
,,,,,,,,,,5.302284129827391,,,,7.369468005907584,0.8548478473994915,,,,,,,,,,,,,,,,,0.30367009135986284,0.3832992541888948,,0.1502248603597317,0.2726595943205979,0.16239651119890547,0.60891871007127,-0.046955796945299236,0.24381882791545148,,80.85423797999881,80.70443529026042,-0.6126219763307281,0.08503396836734695,0.6531586579192501,5.1020408163265305,,,,,,,audiology-std.dat,,,196,0.30612244897959184,0,0.0,1.0,11760,0,,60,0,60
,,,,,,,,,,0.8139589639610869,,,,0.7571017158848714,0.20952469094997359,,,0.12506352699795412,,,,,,,5.885526620238029,1.7865236616101747,0.13635090994901752,,,,,0.0926276188055782,0.3584002442329691,,0.07375669771514592,0.34510917469775826,0.07935013524239917,0.49672447629125926,-0.038996908561643534,0.3769312942160648,,1.1721544482546746,1.8346460352388039,-0.6890154014835166,1356.699954067372,3334.1910596949506,0.8341463414634146,,,,,,,autos.csv,,,205,0.12682926829268293,45,0.0,1.0,5273,57,,26,0,26
,,,,,,,,,,0.20188749729571057,,,,-0.1009437486478553,-0.5047187432392763,,,,,,,,,,,,,,,,,0.30162430561336856,0.4784064685536511,,0.10324861122673705,0.3592209154005298,0.0026227996334812543,0.2223295022024639,0.20524559926696248,0.5067038752926318,,-1.169594588299397,0.2608135408677655,-0.6479675065638659,0.27648,0.55296,1.3824,,,,,,,balance-scale_R.dat,,,625,0.008,0,0.0,1.0,3125,0,,5,0,5
,,,,,,,,,,3.126902327232916,,,,1.1264086090877905,2.409936344839925,,,,,,,,,,,,,,,,,0.11714288949813477,0.22682592915453445,,0.12067566096585047,0.23840581417516415,0.042615048718968845,0.16871966413836456,0.13320585730981843,0.2365006317148893,,14.890756637632515,25.815852550488344,3.8077931861804197,0.006778854565986174,0.027115284152206074,0.11523999115239991,,,,,,,bank_R.dat,,,4521,0.0037602300376023004,0,0.0,1.0,76857,0,,17,0,17
,,,,,,,,,,1.0774882776253272,,,,0.9849384124914289,3.2692070316374884,,,,,,,,,,,,,9.561037330773637,,,,0.2713069836190409,0.3241401251030839,,0.20625306230464127,0.24748979945711377,0.5223394803256367,0.2773104710668452,0.3790423536716274,0.20355221647877428,,2.5817691399679896,2.6627421839832426,9.377073617099926,597.5940535037879,1099.7777232526212,0.14402985074626865,,,,,,,baseball.csv,,,1340,0.012686567164179104,20,0.0,1.0,22760,20,,17,0,17
,,,,,,,,,,1.006367544543275,,,,2.0529891838127274,1.2306615671116172,,,,,,,,,,,,,,,,,0.12570017062166622,0.3053938767574186,,0.1448984957211838,0.32748670612965053,0.23575521950082012,0.421659302210921,0.22196555138493848,0.43262541404245514,,8.0215330611634,7.243547748788426,-0.48547210723437884,0.04759362411764707,0.09518714516053277,0.23796791443850268,,,,,,,blood_R.dat,,,748,0.0066844919786096255,0,0.0,1.0,3740,0,,5,0,5
,,,,,,,,,,1.6709424719202788,,,,0.25520084407823584,,,,,,,,,,,,,,7.000000000000001,,7.000000000000001,1.0,0.20770016936618022,0.37084718115506166,,,,0.4045774609876268,0.4439441799806526,,,,6.624449676410576,14.706252356256943,,59.03975470521542,44.765167206356054,,,,,,,,bodyfat.csv,,,252,0.05952380952380952,0,0.0,1.0,3780,0,,15,0,15
,,,,,,,,,,1.2685307660711254,,,,1.3970795946351648,3.5072675165971905,,,,,,,,,,,,,,,,,0.11107048617868086,0.21552608903467443,,0.13987362416508203,0.3412662598423159,0.05789968499099058,0.2226259558021377,0.09414729807921277,0.35020452700097826,,4.627088035500805,5.523857364374636,15.754286067391188,132.73783038190157,321.1998603437345,0.36650485436893204,,,,,,,braziltourism.csv,,,412,0.021844660194174758,49,0.0,1.0,3612,96,,9,0,9
,,,,,,,,,,1.2518803663577673,,,,1.69682332770454,0.5270671676029054,,,,,,,,,,,,,,,,,0.2100344258794672,0.2905153861128876,,0.28345413091242244,0.3268907670076248,0.3938075135060504,0.30634605875119764,0.5138700045564017,0.27747833467884603,,7.430611710273394,12.456283216311885,-1.722200200835051,0.012018834731906573,0.06582979651225974,0.37258347978910367,,,,,,,breast-cancer-wisc-diag_R.dat,,,569,0.054481546572934976,0,0.0,1.0,17639,0,,31,0,31
,,,,,,,,,,0.7476253409843899,,,,1.1176115172453425,1.2345137648452962,,,,,,,,,,,,,,,,,0.19197358393680602,0.3036174852738657,,0.18357365525748187,0.2826676908755584,0.2107000712553495,0.32576829913277516,0.07638845544729721,0.20285099579766402,,2.5554354207308685,4.463428251868525,-0.47597576440749423,0.0069815606512180625,0.04010613007461415,0.23737373737373738,,,,,,,breast-cancer-wisc-prog_R.dat,,,198,0.1717171717171717,0,0.0,1.0,6732,0,,34,0,34
,,,,,,,,,,0.7927315657687948,,,,1.3947543135923632,0.653158335414761,,,,,,,,,,,,,,,,,0.31173171492101787,0.32607921594581774,,0.37210532581281053,0.38484691579380953,0.6518106585115485,0.11905683842831521,0.7689765509360112,0.11693171285361688,,1.346325641285619,3.8576196771135947,-1.5733841888782185,0.03447774051502147,0.10343350471203201,0.3447782546494993,,,,,,,breast-cancer-wisc_R.dat,,,699,0.01430615164520744,0,0.0,1.0,6990,0,,10,0,10
,,,,,,,,,,1.2279260697206982,,,,0.14155917844996632,0.8874634947378082,,,,,,,,,,,,,,,,,0.12786577379966527,0.29422331603950896,,0.14036304751903836,0.2864566722486617,-0.03445558257439614,0.21292746090290512,0.12568823168390972,0.34403332765117617,,0.6126798177304197,3.306991306192092,-1.2124085455077565,0.029719937692307703,0.08916095317474154,0.2972027972027972,,,,,,,breast-cancer_R.dat,,,286,0.03496503496503497,0,0.0,1.0,2860,0,,10,0,10
,,,,,,,,,,1.8713643139076939,,,,2.030138279640963,0.019491412603620598,,,,,,,,,,,,,,,,,0.2610694461740099,0.3558545706571204,,0.19783294275945723,0.37305727656605553,0.4535935246410546,0.4164847913107303,0.28969451277576397,0.4131047878686569,,8.621285036398156,17.637364565895208,-1.347622142895199,0.25000003546886795,0.749999988177049,2.5,,,,,,,breast-tissue_R.dat,,,106,0.09433962264150944,0,0.0,1.0,1060,0,,10,0,10
,,,,,,,,,,3.884694483285773,,,,2.032650623450822,0.38089442877110774,,,,,,,,,,,,,,,,,0.04236327027903301,0.24270640066960986,,0.05166701302460011,0.19703644627551825,0.04746300657100514,0.3215517606163192,0.109504123045962,0.26327112619461107,,20.211447114635007,62.52263235440123,-1.2289726784374955,0.1595398943782605,0.7311036485266319,3.5098777046095955,,,,,,,cardiotocography-10clases_R.dat,,,2126,0.010348071495766699,0,0.0,1.0,46772,0,,22,0,22
,,,,,,,,,,3.8683234111475686,,,,2.0993658266649544,1.8486288994820204,,,,,,,,,,,,,,,,,0.04172199753973328,0.24548102257197504,,0.04493364926195284,0.23050001039656307,0.04114172071083395,0.3243639837745685,0.0431306215141645,0.30435900527427423,,20.362013090312534,62.4747887827332,2.083478786468059,0.013833061230223202,0.063391056354244,0.30432737535277515,,,,,,,cardiotocography-3clases_R.dat,,,2126,0.010348071495766699,0,0.0,1.0,46772,0,,22,0,22
,,,,,,,,,,0.4064023602141336,,,,0.08176084170440788,1.006980375027599,,,,,,,,,,,,,,,,,0.4016157148364563,0.4658321363982465,,0.20484714450936878,0.304830990060418,0.036863184990183345,0.08200760411022866,0.25344669782769286,0.32074029811662635,,-1.0090880657537573,0.9540607149900658,1.310670044282097,0.18063801322751322,0.44247157293026407,1.2644675925925926,,,,,,,car_R.dat,,,1728,0.004050925925925926,0,0.0,1.0,12096,0,,7,0,7
,,,,,,,,,,0.3228818714537537,,,,0.980959986067668,,,,,,,,,,,,,,7.149747119504681,,7.149747119504681,1.0,0.3765371952353847,0.41752115330675477,,,,0.7541041930679775,0.28529898158261346,,,,0.6812840093925168,0.7811224370740867,,202.473085106383,501.57308593680943,,,,,,,,chatfield_4.csv,,,235,0.05531914893617021,0,0.0,1.0,3055,0,,13,0,13
,,,,,,,,,,9.548690796573046,,,,4.320514034590433,-0.08894891553099682,,,,,,,,,,,,,,,,,0.08581821484036599,0.23484681093273488,,0.0699866905120219,0.26619048013235685,-0.0007293323777215944,0.12837788245607035,-0.003725647819458878,0.22389410670309418,,107.94160919715623,517.1814380919699,-1.9920880904258589,0.014113971301119639,0.0846835496342434,0.522215269086358,,,,,,,chess-krvkp_R.dat,,,3196,0.011576971214017523,0,0.0,1.0,118252,0,,37,0,37
,,,,,,,,,,0.40537254870929745,,,,-0.042961216787359084,,,,,,,,,,,,,,4.807354922057604,,4.807354922057604,1.0,0.2079613900569522,0.31965233695170303,,,,0.21161180200332297,0.32283408910206834,,,,-0.45561732645071706,0.5119190890438488,,10.034722222222221,6.277150011812795,,,,,,,,chscase_vine1.csv,,,52,0.19230769230769232,0,0.0,1.0,520,0,,10,0,10
,,,,,,,,,,0.4935262781772975,,,,1.4531850554049255,,,,,,,,,0.4999999999999999,0.5000000000000001,5.377443751081734,0.377443751081735,,,1.7106266393370988e-16,4.999999999999999,,0.386908592002869,0.39101018645942087,,,,0.7871500714220483,0.08196675214953478,,,,3.005984603376429,2.9177935249174145,,1.6360740740740742,0.41141310062879444,,,,,,,,cloud.csv,,,108,0.06481481481481481,0,0.0,1.0,756,0,,7,0,7
,,,,,,,,,,1.787654939885263,,,,4.414528975096993,0.46743897722781097,,,,,,,,,,,,,,,,,0.12930514972839652,0.1737050388202711,,0.25258340865589307,0.3629643687196618,0.1855969669776999,0.11747117010874372,0.041828099610889825,0.24954548251418185,,20.68377625606709,14.67407188610617,-1.7815008025682177,0.02271823394185258,0.09087216565285745,0.38620689655172413,,,,,,,congressional-voting_R.dat,,,435,0.03908045977011494,0,0.0,1.0,7395,0,,17,0,17
,,,,,,,,,,0.9365674527115706,,,,0.9467008560543829,0.1349213503530496,,,,,,,,,,,,,,,,,0.11008339901330019,0.25330839371028446,,0.042341751684334565,0.30160350586018736,0.08671915522264582,0.2519385687620084,-0.12229206078149585,0.22242804103149638,,2.12525482382133,4.160294985871535,-1.9817962292189097,0.007645024311491173,0.05921806118593391,0.46634615384615385,,,,,,,conn-bench-sonar-mines-rocks_R.dat,,,208,0.2932692307692308,0,0.0,1.0,12688,0,,61,0,61
,,,,,,,,,,0.17661639819363661,,,,0.02967391039182495,0.0,,,,,,,,,,,,,,,,,0.015069424944585698,0.26666827903260454,,0.08997627797986409,0.34038660945215504,-0.06363134749486267,0.25628095020120456,0.09810613915618628,0.386935442101395,,-0.5904961464050509,0.5407140401741998,-1.22,0.4166666370695286,1.3819270049052899,5.0,,,,,,,conn-bench-vowel-deterding.dat,,,990,0.012121212121212121,0,0.0,1.0,11880,0,,12,0,12
,,,,,,,,,,1.3978702273637436,,,,-0.10630483037186818,0.15594658947249432,,,,,,,,,,,,,,,,,0.04789807730225879,0.23960141412612443,,0.1024684034241867,0.24810585588978948,-0.007166366463121323,0.2122469424574156,0.1250378681378687,0.3070263715437981,,0.6633892060726125,2.875661484499154,-1.679395641285383,0.09198916455532927,0.2759674045290466,0.9198913781398507,,,,,,,contrac_R.dat,,,1473,0.006788866259334691,0,0.0,1.0,14730,0,,10,0,10
,,,,,,,,,,3.243379715032486,,,,2.0155336110510915,-0.22163840572381352,,,,,,,,,,,,,,,,,0.11169823672488001,0.2691550530125156,,0.10901426310342044,0.3132187253524166,-0.0047021981393981505,0.22026425356898266,0.07943491397422456,0.37565917727418785,,18.487706855422893,51.87416428543493,-1.9508764171082063,0.03469175236594203,0.13436172193205997,0.5550724637681159,,,,,,,credit-approval_R.dat,,,690,0.02318840579710145,0,0.0,1.0,11040,0,,16,0,16
,,,,,,,,,,4.225671036143373,,,,-0.40598519850137327,-0.448358830654244,,,,,,,,,,,,,,,,,0.14307843779023569,0.290704536220305,,0.13042883345372414,0.2622822470149856,0.0015072435410620562,0.17398206472506988,0.04430960060325184,0.19669828467770248,,19.819274926685782,42.62434800897861,-1.798974358974359,0.016927165469726568,0.10014196161387294,0.609375,,,,,,,cylinder-bands_R.dat,,,512,0.0703125,0,0.0,1.0,18432,0,,36,0,36
,,,,,,,,,,1.2646775361590163,,,,1.3675600730544575,0.40402206720507133,,,,,,,,,,,,,,,,,0.08332810881987886,0.2773917060437843,,0.007921311757190085,0.30483576036176935,0.044120911125392626,0.32067880106696556,-0.09335827762598975,0.40472922763952884,,2.352823169963944,5.317084985641471,-1.0569563681886855,0.0515222186729118,0.3004237560942467,1.8032786885245902,,,,,,,dermatology_R.dat,,,366,0.09562841530054644,0,0.0,1.0,12810,0,,35,0,35
,,,,,,,,,,1.238665108772285,,,,0.5282118837708745,,,,,,,,,,,,,,8.965784284662087,,8.965784284662087,1.0,0.11524550080408448,0.15995458779871632,,,,0.153235952747081,0.18181449127003624,,,,2.749524196420433,2.7323337222231525,,44.98579117838541,38.94623512137641,,,,,,,,diabetes.csv,,,768,0.01171875,0,0.0,1.0,6912,0,,9,0,9
,,,,,,,,,,0.31901458877614197,,,,0.048578068979256,,,,,,,,,,,,,,7.366322214245815,,7.366322214245815,1.0,0.3407869578711412,0.45853084189603116,,,,0.6538146142291449,0.45094421387370975,,,,-0.9330075008869763,0.6102311278427074,,154.77331786290324,182.60719363639254,,,,,,,,diggle_table_a2.csv,,,310,0.02903225806451613,0,0.0,1.0,2790,0,,9,0,9
,,,,,,,,,,0.3536900217188536,,,,0.11542583046273426,,,,,,,,,,,,,,8.442943495848729,,8.442943495848729,1.0,0.23960950413685012,0.27928798977580066,,,,0.043491128847365945,0.021999384352301463,,,,0.023198448878141747,0.0783869577177322,,23.43600764400806,13.867758401266855,,,,,,,,disclosure_z.csv,,,662,0.006042296072507553,0,0.0,1.0,2648,0,,4,0,4
,,,,,,,,,,1.314029184949636,,,,0.16973056548953194,0.7315380998576497,,,,,,,,,,,,,,,,,0.18040470606200815,0.27037541629919354,,0.1433129403806766,0.2747259511642055,0.0782598626939374,0.20671899548097852,0.2456784300205907,0.33243205358896183,,2.3415428140901735,3.1191321294950307,-1.4648520084566599,0.02984034473976407,0.09436360817706016,0.3282442748091603,,,,,,,echocardiogram_R.dat,,,131,0.08396946564885496,0,0.0,1.0,1441,0,,11,0,11
,,,,,,,,,,5.908068470234365,,,,3.2927013170407617,1.2159154043104348,,,,,,,,,,,,,,,,,0.17481948056549562,0.22841011845771247,,0.22986718953037594,0.28951777010445234,0.22208744929837843,0.2300413492721334,0.46958204535692777,0.2888557782935052,,44.93893629123937,108.53140628131428,1.1955578465144745,0.15513373941592262,0.41044586640258535,1.2410714285714286,,,,,,,ecoli_R.dat,,,336,0.023809523809523808,0,0.0,1.0,2688,0,,8,0,8
,,,,,,,,,,0.011267953548730017,,,,-0.07889150993615865,,,,,,,,,,,,,,4.584962500721157,,4.584962500721157,1.0,,,"(0.24793928517750535, 0.06797890279924448)",,,,,,,0.22177049842594843,-1.2820224890825875,0.006166370703684532,,30.227272727272727,23.59090909090909,,,,,,,,elusage.csv,,,55,0.05454545454545454,0,0.0,1.0,165,0,,3,0,3
,,,,,,,,,,0.2492818863943331,,,,0.09114396842222042,0.2293595390582179,,,,,,,,,,,,,,,,,0.23601718804080582,0.5506949282748307,,0.15460072443098227,0.48558641726393503,-0.030852388667301715,0.46752523699982707,0.17905093007221506,0.6197633520857855,,-1.2216648005387016,0.6012720985722055,-1.7238125885155753,0.09823484814814815,0.277850444973778,0.8841145833333334,,,,,,,energy-y1_R.dat,,,768,0.01171875,0,0.0,1.0,6912,0,,9,0,9
,,,,,,,,,,0.278348741294767,,,,0.12093679197191608,0.49749495100547886,,,,,,,,,,,,,,,,,0.23162056629781114,0.5441211740061288,,0.1370142374590035,0.45156432319416323,-0.03208162129491459,0.4679420290078455,0.17413399956176356,0.6226654170737491,,-1.1807721083843556,0.5777867122693432,-1.3557783591264603,0.08304387592592594,0.23488388708927235,0.7473958333333334,,,,,,,energy-y2_R.dat,,,768,0.01171875,0,0.0,1.0,6912,0,,9,0,9
,,,,,,,,,,1.1096401317075544,,,,0.19499632218038151,2.338738328607323,,,,,,,,,,,,,,,,,0.17004603190231782,0.31051103593458357,,0.22930045519925085,0.3282022182790101,-0.029389323427926925,0.1488565853928804,0.1008204670521475,0.3207820927633544,,0.062419312830693484,1.7831307366902245,3.469696969696974,0.012000101639999993,0.03599996612497468,0.12,,,,,,,fertility_R.dat,,,100,0.1,0,0.0,1.0,1000,0,,10,0,10
,,,,,,,,,,2.410703914904599,,,,2.0114551666924463,0.8177780887106415,,,,,,,,,,,,,,,,,0.17862408300158827,0.2884162291114966,,0.16218879439628486,0.2904592893896221,0.03296008273474253,0.17749048442396723,0.06458652789149576,0.25014161107056754,,10.451240096352322,22.19814515285968,-0.6718672750085704,0.07554210939921793,0.3997313600946798,2.1907216494845363,,,,,,,flags_R.dat,,,194,0.14948453608247422,0,0.0,1.0,5626,0,,29,0,29
,,,,,,,,,,0.03834939908427096,,,,-0.0652237055663436,,,,,,,,,,,,,,6.965784284662089,,6.965784284662089,1.0,0.22951207298993168,0.3100264472588855,,,,-0.009766351461623385,0.05863229822399166,,,,-1.1616444182992451,0.058528191730785155,,-9.237055871930745e-18,1.3623509093393652e-08,,,,,,,,fri_c0_250_5.csv,,,250,0.024,0,0.0,1.0,1500,0,,6,0,6
,,,,,,,,,,2.062481089529406,,,,1.5813962525751282,1.045070168872443,,,,,,,,,,,,,,,,,0.058133594237050376,0.3317155992605451,,0.1681123273743531,0.4058012809024519,-0.04745369325949034,0.3138991093070329,0.14792905295247732,0.44802306032109457,,8.659418742871875,15.307569090446833,-0.26156969240818695,0.1542055566915888,0.4626168393583112,1.5420560747663552,,,,,,,glass_R.dat,,,214,0.04672897196261682,0,0.0,1.0,2140,0,,10,0,10
,,,,,,,,,,1.1666503966865003,,,,1.06499854494212,1.066666666666667,,,,,,,,,,,,,,,,,0.23989008037461526,0.33182595272060117,,0.31496306703788945,0.3906587758684607,0.055448502748064926,0.13592976126239031,0.3438646316941395,0.399122022812286,,2.2346945018992512,5.364336215771201,-0.862222222222222,0.06617629286764706,0.11462111193194527,0.2647058823529412,,,,,,,haberman-survival_R.dat,,,306,0.013071895424836602,0,0.0,1.0,1224,0,,4,0,4
,,,,,,,,,,0.11954677184760261,,,,0.5719578726538179,0.36489678993292546,,,,,,,,,,,,,,,,,0.15563693070169585,0.16552798426404228,,0.20896720087887535,0.3149207189027417,0.2390652611011188,0.012976815253144331,0.4206982525201412,0.3345427371971194,,-0.6730757446444479,0.26354696231111274,-1.1295524735477351,0.46874896875000005,0.1840309936966583,0.7875,,,,,,,hayes-roth.dat,,,160,0.025,0,0.0,1.0,640,0,,4,0,4
